RunID,C1,R2,AvgFreq_Hz,Jitter_s,Stability,DutyCycle,Duty_Stability,PulseWidth_s,OnOffRatio,OnOff_Stability,Peak_uA,Low_uA,PulseCharge_C,Rejected,Plot,Charge_uC,Off_uA,Distance,Cluster
331,10n,6.2M,13.89784474635383,2.8777671679660333e-06,3.999515019580083e-05,0.5223204891972921,3.532470252769097e-05,0.037530608986405485,25.018685122962545,0.11067285840569395,400.87899999999996,0.9265659,1.2389997606658378e-05,True,"<a href=""waveforms/run_331.html"" target=""_blank"">Plot</a>",12.389997606658378,0.9265659,13.947710341407046,0
221,10n,5.1M,11.96444772699698,2.401432426141785e-06,2.8731761808421504e-05,0.5263313621547425,2.6265621786607178e-05,0.04393864623747395,26.57151213973983,0.09427402982178987,401.06419999999997,0.9634368000000001,1.5232644309350233e-05,True,"<a href=""waveforms/run_221.html"" target=""_blank"">Plot</a>",15.232644309350233,0.9634368000000001,13.955156293428946,1
341,10n,6.3M,14.074902495960876,3.14455449515725e-06,4.425888236034253e-05,0.5208548405304967,3.8128788160688974e-05,0.03695384343211402,25.79065313006101,0.09415098805022884,400.86359999999996,0.9212129,1.213475249314297e-05,True,"<a href=""waveforms/run_341.html"" target=""_blank"">Plot</a>",12.134752493142969,0.9212129,13.991546052350573,0
211,10n,5M,11.78299748378328,4.647012333739387e-06,5.4755456104716665e-05,0.5264448108192624,4.764314601832659e-05,0.0446363692522002,26.348338547778393,0.09098133892281131,401.0869,0.9671734000000001,1.553338696453313e-05,True,"<a href=""waveforms/run_211.html"" target=""_blank"">Plot</a>",15.533386964533129,0.9671734000000001,14.022321643259486,1
351,10n,6.4M,14.25308027509803,2.1963807578766857e-06,3.1305334555256687e-05,0.5184766608588475,2.731660576868731e-05,0.03632461631391073,26.045048749183255,0.07785353209222985,400.8483,0.9206650999999999,1.1957828094844824e-05,True,"<a href=""waveforms/run_351.html"" target=""_blank"">Plot</a>",11.957828094844825,0.9206650999999999,14.076106425813098,0
201,10n,4.9M,11.598595720572254,3.105868440416524e-06,3.602337717832503e-05,0.5258161074911286,2.8965818978433052e-05,0.045283797615879334,26.934972458261253,0.10625933612057684,401.10580000000004,0.9717038,1.5821044770926766e-05,True,"<a href=""waveforms/run_201.html"" target=""_blank"">Plot</a>",15.821044770926767,0.9717038,14.086680088654964,1
191,10n,4.8M,11.41048985998692,3.6321804172653455e-06,4.144492876898057e-05,0.5256854295328139,8.993049482913521e-05,0.04603059393135042,28.52562788321958,0.11109182624261452,401.12919999999997,0.9762161,1.6190156449273132e-05,True,"<a href=""waveforms/run_191.html"" target=""_blank"">Plot</a>",16.190156449273132,0.9762161,14.214678952602705,1
361,10n,6.5M,14.433355634024194,1.7898089808484472e-06,2.5833193289374535e-05,0.5188845258802461,0.0001612220765001033,0.03589848507624167,26.150993889244585,0.09869179379355271,400.8329,0.9179375999999999,1.2009208094054776e-05,True,"<a href=""waveforms/run_361.html"" target=""_blank"">Plot</a>",12.009208094054776,0.9179375999999999,14.261215581913023,0
181,10n,4.7M,11.218010071949282,1.9432723765796008e-06,2.1799698946095143e-05,0.5247786744787819,1.7514026534008462e-05,0.04673025036193953,29.296013098760355,0.10726471373413034,401.1487,0.9821643999999999,1.6494573199935306e-05,True,"<a href=""waveforms/run_181.html"" target=""_blank"">Plot</a>",16.494573199935306,0.9821643999999999,14.302999210211404,1
371,10n,6.6M,14.616776005177448,1.088019048753967e-06,1.5903330201078316e-05,0.5159565434681387,0.00018131453569286208,0.03524733369884862,26.910676385282063,0.11106017238147978,400.8173,0.9156337999999999,1.2042440373289593e-05,True,"<a href=""waveforms/run_371.html"" target=""_blank"">Plot</a>",12.042440373289592,0.9156337999999999,14.441637664571111,0
