RunID,C2,R3,Rcl1,AvgFreq_Hz,Jitter_s,Stability,DutyCycle,Duty_Stability,PulseWidth_s,OnOffRatio,OnOff_Stability,Peak_uA,Low_uA,PulseCharge_C,Rejected,Plot,Charge_uC,Off_uA,Distance,Cluster
312,31n,5.5M,105K,2.0725389350026697,0.13831547311793385,0.29287454156158077,0.069001885010758,0.8152617364244283,0.04016575598653086,11.548083941127565,0.102376938699178,226.0701,12.37663,6.944975338197715e-06,True,"<a href=""waveforms/run_312.html"" target=""_blank"">Plot</a>",6.944975338197715,12.37663,1.1048887825912057,0
1473,91n,1M,705K,2.5510182408966564,0.16512113900101075,0.29780775026762585,0.1075546657024659,0.34095650449093456,0.04444861177894612,15.466997640049087,0.10138466882381651,181.29299999999998,3.048664,6.3606069869747505e-06,True,"<a href=""waveforms/run_1473.html"" target=""_blank"">Plot</a>",6.360606986974751,3.048664,1.1111600882647423,2
261,71n,3M,105K,1.780771415014651,0.30281394942713363,0.43445589624588665,0.03349570312644545,1.250925004463271,0.027191296777460867,10.91956928663143,0.12573429640286218,232.21210000000002,12.713059999999999,4.913014618008261e-06,True,"<a href=""waveforms/run_261.html"" target=""_blank"">Plot</a>",4.913014618008261,12.713059999999999,1.1226619295910305,1
333,21n,6.5M,105K,2.2413147055988394,0.12995396715730648,0.29193617027781643,0.0757374742930126,0.7853934425323219,0.041164454239723175,11.534654954113607,0.10282271919672951,224.3455,12.28596,6.948176914514589e-06,True,"<a href=""waveforms/run_333.html"" target=""_blank"">Plot</a>",6.9481769145145895,12.28596,1.2035725794298826,0
440,100n,1.5M,205K,1.8819061124318495,0.2977540932653769,0.46590740739586345,0.060211497115297274,0.9950110866782834,0.039648608754063897,14.770843889628761,0.1577262027888137,227.9358,7.339481,7.142814407779826e-06,True,"<a href=""waveforms/run_440.html"" target=""_blank"">Plot</a>",7.1428144077798255,7.339481,1.2049386081215763,0
1472,81n,1M,705K,2.658221599995676,0.15659205917069421,0.41855778731538784,0.10975058701150901,0.4447153180992672,0.044755178549595875,15.975470530152739,0.09442048621101246,181.4051,2.94176,6.407748970523536e-06,True,"<a href=""waveforms/run_1472.html"" target=""_blank"">Plot</a>",6.407748970523536,2.94176,1.227899221296091,2
855,71n,1.5M,405K,2.6043772188522616,0.15440570121055205,0.3880614412327477,0.08770185001503102,0.7847899655717053,0.043012968703448895,17.991507938036488,0.1357908242073891,205.9024,4.164256,6.605960331287306e-06,True,"<a href=""waveforms/run_855.html"" target=""_blank"">Plot</a>",6.6059603312873065,4.164256,1.2596971717891876,2
638,100n,1M,305K,2.768566979903742,0.19726806688919954,0.35849827374512344,0.07288309566602119,0.8120570022541761,0.0375513267060756,14.795689411755763,0.12110805845406132,219.5822,5.535047,6.0505605835048376e-06,True,"<a href=""waveforms/run_638.html"" target=""_blank"">Plot</a>",6.050560583504837,5.535047,1.269574162901266,2
1681,81n,1M,805K,2.7467434828233928,0.15955854961654642,0.2733089591209928,0.1177272466802918,0.2826063004689889,0.04524191943527689,14.655206531784883,0.13204001385913872,173.9495,2.814032,6.315994656589964e-06,True,"<a href=""waveforms/run_1681.html"" target=""_blank"">Plot</a>",6.315994656589964,2.814032,1.2861655939092806,2
344,21n,7M,105K,2.1805801416156707,0.14594764995502385,0.31550391310354176,0.07402359446115081,0.7760624846562132,0.04220325146364287,11.572250308673961,0.09320709247453497,223.46120000000002,12.245000000000001,7.117704926753363e-06,True,"<a href=""waveforms/run_344.html"" target=""_blank"">Plot</a>",7.117704926753363,12.245000000000001,1.3086075165802564,0
